num_patch,image_id,X,Y,width,height,tumor ratio
2115,00000001,13,1747,224,224,0.499202806122449
2116,00000001,69,1747,224,224,0.5535714285714286
2117,00000001,125,1747,224,224,0.5535714285714286
2118,00000001,181,1747,224,224,0.4744897959183674
2137,00000001,13,1803,224,224,0.7246492346938775
2138,00000001,69,1803,224,224,0.8035714285714286
2139,00000001,125,1803,224,224,0.8035714285714286
2140,00000001,181,1803,224,224,0.6887755102040817
2141,00000001,237,1803,224,224,0.48788265306122447
2160,00000001,13,1859,224,224,0.9017857142857143
2161,00000001,69,1859,224,224,1.0
2162,00000001,125,1859,224,224,1.0
2163,00000001,181,1859,224,224,0.8571428571428571
2164,00000001,237,1859,224,224,0.6071428571428571
2183,00000001,13,1915,224,224,0.8816565688775511
2184,00000001,69,1915,224,224,0.9776785714285714
2185,00000001,125,1915,224,224,0.9776785714285714
2186,00000001,181,1915,224,224,0.8380102040816326
2187,00000001,237,1915,224,224,0.5935905612244898
2206,00000001,13,1971,224,224,0.6562101403061225
2207,00000001,69,1971,224,224,0.7276785714285714
2208,00000001,125,1971,224,224,0.7276785714285714
2209,00000001,181,1971,224,224,0.6237244897959183
2210,00000001,237,1971,224,224,0.44180484693877553
2229,00000001,13,2027,224,224,0.43076371173469385
2230,00000001,69,2027,224,224,0.47767857142857145
2231,00000001,125,2027,224,224,0.47767857142857145
2232,00000001,181,2027,224,224,0.4094387755102041
5074,00000003,20,2189,224,224,0.4115712691326531
5075,00000003,76,2189,224,224,0.47767857142857145
5076,00000003,132,2189,224,224,0.47767857142857145
5077,00000003,188,2189,224,224,0.47767857142857145
5078,00000003,244,2189,224,224,0.47767857142857145
5099,00000003,20,2245,224,224,0.6269730548469388
5100,00000003,76,2245,224,224,0.7276785714285714
5101,00000003,132,2245,224,224,0.7276785714285714
5102,00000003,188,2245,224,224,0.7276785714285714
5103,00000003,244,2245,224,224,0.7276785714285714
5104,00000003,300,2245,224,224,0.5782445790816326
5125,00000003,20,2301,224,224,0.8423748405612245
5126,00000003,76,2301,224,224,0.9776785714285714
5127,00000003,132,2301,224,224,0.9776785714285714
5128,00000003,188,2301,224,224,0.9776785714285714
5129,00000003,244,2301,224,224,0.9776785714285714
5130,00000003,300,2301,224,224,0.7769052933673469
5131,00000003,356,2301,224,224,0.5324856505102041
5152,00000003,20,2357,224,224,0.8616071428571429
5153,00000003,76,2357,224,224,1.0
5154,00000003,132,2357,224,224,1.0
5155,00000003,188,2357,224,224,1.0
5156,00000003,244,2357,224,224,1.0
5157,00000003,300,2357,224,224,0.7946428571428571
5158,00000003,356,2357,224,224,0.5446428571428571
5179,00000003,20,2413,224,224,0.7462133290816326
5180,00000003,76,2413,224,224,0.8660714285714286
5181,00000003,132,2413,224,224,0.8660714285714286
5182,00000003,188,2413,224,224,0.8660714285714286
5183,00000003,244,2413,224,224,0.8660714285714286
5184,00000003,300,2413,224,224,0.6882174744897959
5185,00000003,356,2413,224,224,0.47169961734693877
5206,00000003,20,2469,224,224,0.5308115433673469
5207,00000003,76,2469,224,224,0.6160714285714286
5208,00000003,132,2469,224,224,0.6160714285714286
5209,00000003,188,2469,224,224,0.6160714285714286
5210,00000003,244,2469,224,224,0.6160714285714286
5211,00000003,300,2469,224,224,0.4895567602040816
5631,00000004,359,848,224,224,0.533561862244898
5632,00000004,415,848,224,224,0.5390625
5645,00000004,359,904,224,224,0.5567602040816326
5646,00000004,415,904,224,224,0.5625
5647,00000004,471,904,224,224,0.4017857142857143
5660,00000004,359,960,224,224,0.456234056122449
5661,00000004,415,960,224,224,0.4609375
6866,00000005,359,1860,224,224,0.5274832589285714
6867,00000005,415,1860,224,224,0.5089285714285714
6882,00000005,303,1916,224,224,0.4445950255102041
6883,00000005,359,1916,224,224,0.6187021683673469
6884,00000005,415,1916,224,224,0.5969387755102041
6885,00000005,471,1916,224,224,0.42283163265306123
6900,00000005,359,1972,224,224,0.5354153380102041
6901,00000005,415,1972,224,224,0.5165816326530612
16226,00000018,287,338,224,224,0.46875
16227,00000018,343,338,224,224,0.46875
16237,00000018,175,394,224,224,0.41713169642857145
16238,00000018,231,394,224,224,0.5968191964285714
16239,00000018,287,394,224,224,0.71875
16240,00000018,343,394,224,224,0.71875
16241,00000018,399,394,224,224,0.6128627232142857
16242,00000018,455,394,224,224,0.4331752232142857
16254,00000018,175,450,224,224,0.5622209821428571
16255,00000018,231,450,224,224,0.8044084821428571
16256,00000018,287,450,224,224,0.96875
16257,00000018,343,450,224,224,0.96875
16258,00000018,399,450,224,224,0.8260323660714286
16259,00000018,455,450,224,224,0.5838448660714286
16272,00000018,175,506,224,224,0.5544483418367347
16273,00000018,231,506,224,224,0.7932876275510204
16274,00000018,287,506,224,224,0.9553571428571429
16275,00000018,343,506,224,224,0.9553571428571429
16276,00000018,399,506,224,224,0.8146125637755102
16277,00000018,455,506,224,224,0.5757732780612245
16291,00000018,175,562,224,224,0.409359056122449
16292,00000018,231,562,224,224,0.5856983418367347
16293,00000018,287,562,224,224,0.7053571428571429
16294,00000018,343,562,224,224,0.7053571428571429
16295,00000018,399,562,224,224,0.6014429209183674
16296,00000018,455,562,224,224,0.4251036352040816
16311,00000018,287,618,224,224,0.45535714285714285
16312,00000018,343,618,224,224,0.45535714285714285
19169,00000020,526,743,224,224,0.4137436224489796
19170,00000020,582,743,224,224,0.5357142857142857
19171,00000020,638,743,224,224,0.5357142857142857
19172,00000020,694,743,224,224,0.5357142857142857
19173,00000020,750,743,224,224,0.45200892857142855
19190,00000020,470,799,224,224,0.4103954081632653
19191,00000020,526,799,224,224,0.6068239795918368
19192,00000020,582,799,224,224,0.7857142857142857
19193,00000020,638,799,224,224,0.7857142857142857
19194,00000020,694,799,224,224,0.7857142857142857
19195,00000020,750,799,224,224,0.6629464285714286
19196,00000020,806,799,224,224,0.46651785714285715
19214,00000020,470,855,224,224,0.5223214285714286
19215,00000020,526,855,224,224,0.7723214285714286
19216,00000020,582,855,224,224,1.0
19217,00000020,638,855,224,224,1.0
19218,00000020,694,855,224,224,1.0
19219,00000020,750,855,224,224,0.84375
19220,00000020,806,855,224,224,0.59375
19239,00000020,470,911,224,224,0.5153260522959183
19240,00000020,526,911,224,224,0.7619778380102041
19241,00000020,582,911,224,224,0.9866071428571429
19242,00000020,638,911,224,224,0.9866071428571429
19243,00000020,694,911,224,224,0.9866071428571429
19244,00000020,750,911,224,224,0.8324497767857143
19245,00000020,806,911,224,224,0.5857979910714286
19264,00000020,526,967,224,224,0.5688974808673469
19265,00000020,582,967,224,224,0.7366071428571429
19266,00000020,638,967,224,224,0.7366071428571429
19267,00000020,694,967,224,224,0.7366071428571429
19268,00000020,750,967,224,224,0.6215122767857143
19269,00000020,806,967,224,224,0.43736049107142855
19289,00000020,582,1023,224,224,0.48660714285714285
19290,00000020,638,1023,224,224,0.48660714285714285
19291,00000020,694,1023,224,224,0.48660714285714285
19292,00000020,750,1023,224,224,0.4105747767857143
27747,00000028,288,1707,224,224,0.5004185267857143
27748,00000028,344,1707,224,224,0.53125
27749,00000028,400,1707,224,224,0.53125
27750,00000028,456,1707,224,224,0.53125
27751,00000028,512,1707,224,224,0.44349888392857145
27762,00000028,232,1763,224,224,0.5405970982142857
27763,00000028,288,1763,224,224,0.7359095982142857
27764,00000028,344,1763,224,224,0.78125
27765,00000028,400,1763,224,224,0.78125
27766,00000028,456,1763,224,224,0.78125
27767,00000028,512,1763,224,224,0.6522042410714286
27768,00000028,568,1763,224,224,0.45689174107142855
27779,00000028,176,1819,224,224,0.4419642857142857
27780,00000028,232,1819,224,224,0.6919642857142857
27781,00000028,288,1819,224,224,0.9419642857142857
27782,00000028,344,1819,224,224,1.0
27783,00000028,400,1819,224,224,1.0
27784,00000028,456,1819,224,224,1.0
27785,00000028,512,1819,224,224,0.8348214285714286
27786,00000028,568,1819,224,224,0.5848214285714286
27797,00000028,176,1875,224,224,0.4419642857142857
27798,00000028,232,1875,224,224,0.6919642857142857
27799,00000028,288,1875,224,224,0.9419642857142857
27800,00000028,344,1875,224,224,1.0
27801,00000028,400,1875,224,224,1.0
27802,00000028,456,1875,224,224,1.0
27803,00000028,512,1875,224,224,0.8348214285714286
27804,00000028,568,1875,224,224,0.5848214285714286
27815,00000028,176,1931,224,224,0.42617984693877553
27816,00000028,232,1931,224,224,0.6672512755102041
27817,00000028,288,1931,224,224,0.9083227040816326
27818,00000028,344,1931,224,224,0.9642857142857143
27819,00000028,400,1931,224,224,0.9642857142857143
27820,00000028,456,1931,224,224,0.9642857142857143
27821,00000028,512,1931,224,224,0.8050063775510204
27822,00000028,568,1931,224,224,0.5639349489795918
27833,00000028,232,1987,224,224,0.4942602040816326
27834,00000028,288,1987,224,224,0.6728316326530612
27835,00000028,344,1987,224,224,0.7142857142857143
27836,00000028,400,1987,224,224,0.7142857142857143
27837,00000028,456,1987,224,224,0.7142857142857143
27838,00000028,512,1987,224,224,0.5963010204081632
27839,00000028,568,1987,224,224,0.4177295918367347
27850,00000028,288,2043,224,224,0.4373405612244898
27851,00000028,344,2043,224,224,0.4642857142857143
27852,00000028,400,2043,224,224,0.4642857142857143
27853,00000028,456,2043,224,224,0.4642857142857143
29960,00000030,296,2041,224,224,0.5147879464285714
29961,00000030,352,2041,224,224,0.5491071428571429
29962,00000030,408,2041,224,224,0.4780173788265306
29979,00000030,240,2097,224,224,0.5493861607142857
29980,00000030,296,2097,224,224,0.7491629464285714
29981,00000030,352,2097,224,224,0.7991071428571429
29982,00000030,408,2097,224,224,0.6956513073979592
29983,00000030,464,2097,224,224,0.49587452168367346
30000,00000030,184,2153,224,224,0.4375
30001,00000030,240,2153,224,224,0.6875
30002,00000030,296,2153,224,224,0.9375
30003,00000030,352,2153,224,224,1.0
30004,00000030,408,2153,224,224,0.8705357142857143
30005,00000030,464,2153,224,224,0.6205357142857143
30022,00000030,240,2209,224,224,0.5678013392857143
30023,00000030,296,2209,224,224,0.7742745535714286
30024,00000030,352,2209,224,224,0.8258928571428571
30025,00000030,408,2209,224,224,0.7189692283163265
30026,00000030,464,2209,224,224,0.5124960140306123
30043,00000030,296,2265,224,224,0.5398995535714286
30044,00000030,352,2265,224,224,0.5758928571428571
30045,00000030,408,2265,224,224,0.501335299744898
33528,00000034,17,695,224,224,0.5786033163265306
33529,00000034,73,695,224,224,0.5816326530612245
33530,00000034,129,695,224,224,0.4119897959183674
33543,00000034,17,751,224,224,0.7917729591836735
33544,00000034,73,751,224,224,0.7959183673469388
33545,00000034,129,751,224,224,0.5637755102040817
33558,00000034,17,807,224,224,0.8526785714285714
33559,00000034,73,807,224,224,0.8571428571428571
33560,00000034,129,807,224,224,0.6071428571428571
33573,00000034,17,863,224,224,0.6585419323979592
33574,00000034,73,863,224,224,0.6619897959183674
33575,00000034,129,863,224,224,0.4689094387755102
33588,00000034,17,919,224,224,0.4453722895408163
33589,00000034,73,919,224,224,0.4477040816326531
34563,00000035,78,1355,224,224,0.44419642857142855
34579,00000035,22,1411,224,224,0.5223214285714286
34580,00000035,78,1411,224,224,0.6662946428571429
34581,00000035,134,1411,224,224,0.5189732142857143
34597,00000035,22,1467,224,224,0.6964285714285714
34598,00000035,78,1467,224,224,0.8883928571428571
34599,00000035,134,1467,224,224,0.6919642857142857
34600,00000035,190,1467,224,224,0.4419642857142857
34616,00000035,22,1523,224,224,0.6373565051020408
34617,00000035,78,1523,224,224,0.8130381058673469
34618,00000035,134,1523,224,224,0.6332708864795918
34619,00000035,190,1523,224,224,0.404476243622449
34635,00000035,22,1579,224,224,0.46324936224489793
34636,00000035,78,1579,224,224,0.5909398915816326
34637,00000035,134,1579,224,224,0.4602798150510204
38325,00000040,138,346,224,224,0.4387954400510204
38326,00000040,194,346,224,224,0.5491071428571429
38327,00000040,250,346,224,224,0.5491071428571429
38328,00000040,306,346,224,224,0.5491071428571429
38329,00000040,362,346,224,224,0.5491071428571429
38330,00000040,418,346,224,224,0.5491071428571429
38331,00000040,474,346,224,224,0.5491071428571429
38332,00000040,530,346,224,224,0.5491071428571429
38333,00000040,586,346,224,224,0.5491071428571429
38334,00000040,642,346,224,224,0.5491071428571429
38335,00000040,698,346,224,224,0.4167330994897959
38340,00000040,82,402,224,224,0.4387954400510204
38341,00000040,138,402,224,224,0.6385722257653061
38342,00000040,194,402,224,224,0.7991071428571429
38343,00000040,250,402,224,224,0.7991071428571429
38344,00000040,306,402,224,224,0.7991071428571429
38345,00000040,362,402,224,224,0.7991071428571429
38346,00000040,418,402,224,224,0.7991071428571429
38347,00000040,474,402,224,224,0.7991071428571429
38348,00000040,530,402,224,224,0.7991071428571429
38349,00000040,586,402,224,224,0.7991071428571429
38350,00000040,642,402,224,224,0.7991071428571429
38351,00000040,698,402,224,224,0.6064652423469388
38352,00000040,754,402,224,224,0.4066884566326531
38359,00000040,82,458,224,224,0.5491071428571429
38360,00000040,138,458,224,224,0.7991071428571429
38361,00000040,194,458,224,224,1.0
38362,00000040,250,458,224,224,1.0
38363,00000040,306,458,224,224,1.0
38364,00000040,362,458,224,224,1.0
38365,00000040,418,458,224,224,1.0
38366,00000040,474,458,224,224,1.0
38367,00000040,530,458,224,224,1.0
38368,00000040,586,458,224,224,1.0
38369,00000040,642,458,224,224,1.0
38370,00000040,698,458,224,224,0.7589285714285714
38371,00000040,754,458,224,224,0.5089285714285714
38379,00000040,82,514,224,224,0.5491071428571429
38380,00000040,138,514,224,224,0.7991071428571429
38381,00000040,194,514,224,224,1.0
38382,00000040,250,514,224,224,1.0
38383,00000040,306,514,224,224,1.0
38384,00000040,362,514,224,224,1.0
38385,00000040,418,514,224,224,1.0
38386,00000040,474,514,224,224,1.0
38387,00000040,530,514,224,224,1.0
38388,00000040,586,514,224,224,1.0
38389,00000040,642,514,224,224,1.0
38390,00000040,698,514,224,224,0.7589285714285714
38391,00000040,754,514,224,224,0.5089285714285714
38400,00000040,82,570,224,224,0.5491071428571429
38401,00000040,138,570,224,224,0.7991071428571429
38402,00000040,194,570,224,224,1.0
38403,00000040,250,570,224,224,1.0
38404,00000040,306,570,224,224,1.0
38405,00000040,362,570,224,224,1.0
38406,00000040,418,570,224,224,1.0
38407,00000040,474,570,224,224,1.0
38408,00000040,530,570,224,224,1.0
38409,00000040,586,570,224,224,1.0
38410,00000040,642,570,224,224,1.0
38411,00000040,698,570,224,224,0.7589285714285714
38412,00000040,754,570,224,224,0.5089285714285714
38422,00000040,82,626,224,224,0.5491071428571429
38423,00000040,138,626,224,224,0.7991071428571429
38424,00000040,194,626,224,224,1.0
